"SurveyResponseID","AnswerNumber","TravelledWith"
3611854,38,"Other family / relative(s)"
3611952,38,"Other family / relative(s)"
3611952,39,"Other person(s)"
3618780,38,"Other family / relative(s)"
3611871,38,"Child/children aged 15 or older"
3611774,42,"Other person(s)"
3611968,38,"Other person(s)"
3611982,37,"Other person(s)"
3618783,42,"Other family / relative(s)"
3611872,39,"My husband, wife or partner"
3618782,45,"My husband, wife or partner"
3611776,38,"My husband, wife or partner"
3611873,38,"My husband, wife or partner"
3611886,38,"My husband, wife or partner"
3611975,42,"My husband, wife or partner"
3611984,40,"My husband, wife or partner"
3611888,37,"Other family / relative(s)"
3611792,40,"Other person(s)"
3612002,39,"Other family / relative(s)"
3618799,37,"Other family / relative(s)"
3611785,40,"My husband, wife or partner"
3611889,39,"My husband, wife or partner"
3611991,38,"My husband, wife or partner"
3611799,41,"Child/children aged under 15"
3618798,43,"My husband, wife or partner"
3611993,40,"My husband, wife or partner"
3611903,38,"My husband, wife or partner"
3611801,38,"My husband, wife or partner"
3618800,38,"My husband, wife or partner"
3611808,38,"My husband, wife or partner"
3612009,38,"Other family / relative(s)"
3618814,58,"My husband, wife or partner"
3611906,41,"Child/children aged under 15"
3611906,40,"My husband, wife or partner"
3611810,39,"My husband, wife or partner"
3611920,39,"My husband, wife or partner"
3618815,44,"My husband, wife or partner"
3611817,39,"My husband, wife or partner"
3612016,41,"Other family / relative(s)"
3618830,41,"Other family / relative(s)"
3612025,39,"Other person(s)"
3612027,41,"Other person(s)"
3611940,41,"Other person(s)"
3612011,45,"My husband, wife or partner"
3612016,40,"My husband, wife or partner"
3618817,49,"My husband, wife or partner"
3611937,39,"My husband, wife or partner"
3611824,37,"My husband, wife or partner"
3611826,39,"My husband, wife or partner"
3618834,42,"Other family / relative(s)"
3612036,37,"Other person(s)"
3611954,39,"Child/children aged 15 or older"
3611954,40,"Other family / relative(s)"
3618832,40,"My husband, wife or partner"
3611833,37,"My husband, wife or partner"
3612034,41,"My husband, wife or partner"
3611953,39,"My husband, wife or partner"
3611842,40,"Child/children aged 15 or older"
3612043,38,"Other person(s)"
3618833,39,"Child/children aged under 15"
3611954,38,"My husband, wife or partner"
3612041,39,"My husband, wife or partner"
3618847,47,"My husband, wife or partner"
3611842,39,"My husband, wife or partner"
3611955,38,"My husband, wife or partner"
3611956,39,"My husband, wife or partner"
3618848,45,"My husband, wife or partner"
3611972,38,"Other family / relative(s)"
3611858,38,"Other family / relative(s)"
3611970,43,"My husband, wife or partner"
3611844,39,"My husband, wife or partner"
3618850,54,"My husband, wife or partner"
3612050,38,"My husband, wife or partner"
3611860,38,"My husband, wife or partner"
3611987,39,"My husband, wife or partner"
3618864,44,"My husband, wife or partner"
3611874,39,"Child/children aged under 15"
3612066,39,"Other person(s)"
3611990,38,"Other family / relative(s)"
3611869,39,"Other family / relative(s)"
3611874,40,"Child/children aged 15 or older"
3618865,40,"Other person(s)"
3612075,39,"Other person(s)"
3618866,42,"Child/children aged under 15"
3618867,39,"Child/children aged under 15"
3612004,39,"Other family / relative(s)"
3612006,41,"Other person(s)"
3611869,38,"My husband, wife or partner"
3612068,37,"My husband, wife or partner"
3611874,38,"My husband, wife or partner"
3611876,39,"My husband, wife or partner"
3618866,41,"My husband, wife or partner"
3618867,38,"My husband, wife or partner"
3618880,38,"My husband, wife or partner"
3612091,37,"My husband, wife or partner"
3612093,40,"My husband, wife or partner"
3618880,39,"Child/children aged 15 or older"
3618881,37,"Other family / relative(s)"
3618882,47,"Other person(s)"
3611892,39,"My husband, wife or partner"
3612100,38,"My husband, wife or partner"
3612020,37,"My husband, wife or partner"
3612102,39,"My husband, wife or partner"
3612021,39,"My husband, wife or partner"
3612111,42,"My husband, wife or partner"
3611899,41,"My husband, wife or partner"
3618883,43,"Other family / relative(s)"
3611901,42,"Other family / relative(s)"
3612116,38,"Other family / relative(s)"
3612037,38,"Other family / relative(s)"
3611899,42,"Child/children aged under 15"
3611901,41,"My husband, wife or partner"
3618884,49,"My husband, wife or partner"
3612038,42,"My husband, wife or partner"
3611910,38,"Other family / relative(s)"
3618898,39,"Other family / relative(s)"
3617175,42,"Other person(s)"
3611919,40,"Other family / relative(s)"
3617180,40,"Other family / relative(s)"
3618900,45,"Other person(s)"
3612054,40,"Other person(s)"
3611917,38,"My husband, wife or partner"
3612053,40,"Child/children aged under 15"
3612039,42,"My husband, wife or partner"
3612040,39,"My husband, wife or partner"
3618899,49,"My husband, wife or partner"
3612053,39,"My husband, wife or partner"
3617189,37,"My husband, wife or partner"
3618914,55,"My husband, wife or partner"
3612055,42,"Child/children aged under 15"
3611944,40,"Other person(s)"
3612056,43,"Other person(s)"
3612057,43,"Other person(s)"
3618916,54,"Other person(s)"
3617205,40,"Other person(s)"
3612070,41,"Other person(s)"
3611967,38,"Other family / relative(s)"
3617207,44,"Other family / relative(s)"
3617207,43,"Child/children aged under 15"
3612056,42,"My husband, wife or partner"
3611949,38,"My husband, wife or partner"
3618915,44,"My husband, wife or partner"
3611951,38,"My husband, wife or partner"
3617207,42,"My husband, wife or partner"
3618917,37,"My husband, wife or partner"
3611969,41,"Other family / relative(s)"
3618932,37,"Other person(s)"
3612087,39,"Child/children aged under 15"
3612071,38,"My husband, wife or partner"
3618931,39,"My husband, wife or partner"
3611976,43,"My husband, wife or partner"
3612088,43,"My husband, wife or partner"
3618933,54,"My husband, wife or partner"
3612089,46,"My husband, wife or partner"
3617225,44,"My husband, wife or partner"
3611983,37,"Other person(s)"
3618949,38,"Other person(s)"
3617232,51,"Other person(s)"
3612107,47,"Other family / relative(s)"
3618948,41,"My husband, wife or partner"
3612090,37,"My husband, wife or partner"
3611985,38,"My husband, wife or partner"
3612105,40,"My husband, wife or partner"
3618951,43,"My husband, wife or partner"
3618964,38,"My husband, wife or partner"
3617241,53,"My husband, wife or partner"
3618964,40,"Other person(s)"
3612001,40,"Other person(s)"
3618965,43,"My husband, wife or partner"
3617170,46,"My husband, wife or partner"
3617248,41,"My husband, wife or partner"
3618967,44,"My husband, wife or partner"
3612010,37,"My husband, wife or partner"
3618964,39,"Child/children aged under 15"
3617255,47,"My husband, wife or partner"
3612019,38,"Child/children aged under 15"
3617171,44,"My husband, wife or partner"
3618981,43,"My husband, wife or partner"
3612017,40,"My husband, wife or partner"
3612017,41,"Other family / relative(s)"
3618982,42,"My husband, wife or partner"
3617257,46,"My husband, wife or partner"
3617184,57,"Other person(s)"
3618983,41,"Other person(s)"
3617264,60,"My husband, wife or partner"
3612026,38,"My husband, wife or partner"
3617186,40,"Other family / relative(s)"
3617266,42,"Other person(s)"
3618997,37,"Other person(s)"
3618998,46,"Other person(s)"
3617280,39,"Other family / relative(s)"
3612033,37,"My husband, wife or partner"
3617266,41,"My husband, wife or partner"
3612035,41,"My husband, wife or partner"
3618998,45,"My husband, wife or partner"
3617202,41,"My husband, wife or partner"
3617282,45,"My husband, wife or partner"
3617282,46,"Child/children aged under 15"
3612042,38,"Other person(s)"
3617282,47,"Other family / relative(s)"
3619000,50,"Other person(s)"
3612051,38,"Other family / relative(s)"
3617204,38,"Other person(s)"
3617203,40,"My husband, wife or partner"
3618999,43,"My husband, wife or partner"
3612049,40,"My husband, wife or partner"
3619000,49,"My husband, wife or partner"
3619001,44,"My husband, wife or partner"
3612058,39,"My husband, wife or partner"
3619014,38,"My husband, wife or partner"
3619015,39,"Other family / relative(s)"
3617305,37,"Other person(s)"
3619017,40,"Other family / relative(s)"
3617219,44,"Child/children aged 15 or older"
3617218,38,"Child/children aged under 15"
3617219,43,"Child/children aged under 15"
3617300,45,"My husband, wife or partner"
3619032,38,"Child/children aged under 15"
3612069,42,"Other person(s)"
3612060,38,"My husband, wife or partner"
3612067,39,"My husband, wife or partner"
3617309,52,"Other family / relative(s)"
3617219,42,"My husband, wife or partner"
3617220,38,"Other family / relative(s)"
3617307,41,"My husband, wife or partner"
3619031,40,"My husband, wife or partner"
3619033,41,"My husband, wife or partner"
3612078,42,"Other person(s)"
3619049,40,"Other person(s)"
3617314,40,"My husband, wife or partner"
3619048,38,"My husband, wife or partner"
3617234,38,"My husband, wife or partner"
3617316,41,"My husband, wife or partner"
3617235,45,"My husband, wife or partner"
3617323,37,"My husband, wife or partner"
3612083,38,"My husband, wife or partner"
3619065,41,"My husband, wife or partner"
3617236,38,"My husband, wife or partner"
3612092,40,"My husband, wife or partner"
3617332,38,"My husband, wife or partner"
3619066,39,"My husband, wife or partner"
3619081,46,"My husband, wife or partner"
3612099,39,"My husband, wife or partner"
3612094,37,"Other person(s)"
3617334,50,"Other person(s)"
3617237,44,"Other person(s)"
3612101,40,"Other family / relative(s)"
3619082,37,"Other family / relative(s)"
3619066,40,"Child/children aged under 15"
3619083,39,"Child/children aged under 15"
3617251,41,"My husband, wife or partner"
3619083,38,"My husband, wife or partner"
3617341,49,"My husband, wife or partner"
3619083,40,"Child/children aged 15 or older"
3617252,73,"Child/children aged 15 or older"
3612110,37,"Other person(s)"
3612117,38,"Other person(s)"
3612108,49,"My husband, wife or partner"
3617348,49,"My husband, wife or partner"
3617253,40,"My husband, wife or partner"
3619098,39,"My husband, wife or partner"
3617350,38,"My husband, wife or partner"
3619099,40,"My husband, wife or partner"
3617254,41,"My husband, wife or partner"
3617357,57,"My husband, wife or partner"
3619101,38,"My husband, wife or partner"
3617174,62,"My husband, wife or partner"
3619115,41,"My husband, wife or partner"
3619116,41,"Other person(s)"
3617181,39,"Other person(s)"
3619117,39,"Other family / relative(s)"
3617366,40,"Child/children aged 15 or older"
3617364,51,"My husband, wife or partner"
3617269,45,"My husband, wife or partner"
3617366,39,"My husband, wife or partner"
3617183,39,"Other person(s)"
3617270,40,"Child/children aged 15 or older"
3617373,38,"Other person(s)"
3619131,45,"Other person(s)"
3617382,50,"Child/children aged 15 or older"
3619132,37,"Other person(s)"
3617190,39,"Other person(s)"
3617270,39,"My husband, wife or partner"
3619118,39,"My husband, wife or partner"
3617188,44,"My husband, wife or partner"
3619131,44,"My husband, wife or partner"
3617382,49,"My husband, wife or partner"
3617271,41,"My husband, wife or partner"
3619133,42,"My husband, wife or partner"
3617284,41,"My husband, wife or partner"
3617285,41,"Other person(s)"
3617384,48,"Other person(s)"
3617197,46,"Child/children aged 15 or older"
3617398,38,"Other family / relative(s)"
3619149,46,"Other person(s)"
3617192,41,"My husband, wife or partner"
3617284,42,"Child/children aged under 15"
3617197,45,"My husband, wife or partner"
3619148,47,"My husband, wife or partner"
3617287,39,"My husband, wife or partner"
3619150,56,"My husband, wife or partner"
3617407,38,"My husband, wife or partner"
3617197,47,"Other family / relative(s)"
3617301,43,"Child/children aged 15 or older"
3619151,41,"Other person(s)"
3617409,37,"My husband, wife or partner"
3617206,42,"My husband, wife or partner"
3617414,37,"My husband, wife or partner"
3617302,53,"My husband, wife or partner"
3617303,45,"My husband, wife or partner"
3617213,59,"My husband, wife or partner"
3619165,43,"My husband, wife or partner"
3619166,40,"Child/children aged under 15"
3617416,59,"Other person(s)"
3619168,45,"Child/children aged under 15"
3617222,40,"Other person(s)"
3617304,38,"Other family / relative(s)"
3619168,46,"Child/children aged 15 or older"
3619166,39,"My husband, wife or partner"
3617224,45,"My husband, wife or partner"
3619168,44,"My husband, wife or partner"
3617425,38,"My husband, wife or partner"
3617318,44,"My husband, wife or partner"
3617434,37,"My husband, wife or partner"
3619181,40,"My husband, wife or partner"
3617448,37,"My husband, wife or partner"
3617320,52,"My husband, wife or partner"
3619182,40,"My husband, wife or partner"
3617233,41,"Other person(s)"
3617434,38,"Other family / relative(s)"
3617439,37,"Other person(s)"
3617238,39,"Other person(s)"
3617441,37,"Other person(s)"
3617242,42,"Other family / relative(s)"
3619183,44,"My husband, wife or partner"
3617321,39,"My husband, wife or partner"
3617247,37,"My husband, wife or partner"
3617459,37,"My husband, wife or partner"
3617249,37,"My husband, wife or partner"
3619184,38,"Child/children aged under 15"
3617258,37,"My husband, wife or partner"
3619198,39,"My husband, wife or partner"
3617450,37,"Other person(s)"
3617457,37,"Other family / relative(s)"
3619184,39,"Other family / relative(s)"
3619184,40,"Other person(s)"
3617337,39,"Other family / relative(s)"
3617466,37,"Other family / relative(s)"
3617351,42,"My husband, wife or partner"
3617290,55,"My husband, wife or partner"
3619200,42,"My husband, wife or partner"
3617265,39,"Other family / relative(s)"
3617338,37,"Other family / relative(s)"
3617475,37,"Other person(s)"
3617482,37,"Other family / relative(s)"
3617351,44,"Other family / relative(s)"
3617351,43,"Child/children aged under 15"
3617491,44,"Child/children aged under 15"
3617297,42,"My husband, wife or partner"
3617491,43,"My husband, wife or partner"
3617353,48,"My husband, wife or partner"
3619200,43,"Other family / relative(s)"
